# GT/MT combo	# dups	# losses	Total score
GT-4388 to MT-0	2	4	6
GT-4389 to MT-0	5	3	8
GT-4390 to MT-0	3	2	5
GT-4391 to MT-0	7	3	10
GT-4392 to MT-0	4	11	15
GT-4393 to MT-0	1	4	5
GT-4394 to MT-0	1	7	8
GT-4395 to MT-0	0	2	2
GT-4396 to MT-0	0	5	5
GT-4397 to MT-0	2	3	5
GT-4398 to MT-0	2	2	4
GT-4400 to MT-0	5	15	20
GT-4401 to MT-0	3	6	9
GT-4402 to MT-0	0	3	3
GT-4403 to MT-0	1	3	4
GT-4404 to MT-0	3	4	7
GT-4406 to MT-0	1	7	8
GT-4408 to MT-0	0	3	3
GT-4409 to MT-0	2	1	3
GT-4410 to MT-0	6	5	11
GT-4411 to MT-0	1	5	6
GT-4412 to MT-0	1	2	3
GT-4413 to MT-0	0	3	3
GT-4414 to MT-0	2	4	6
GT-4415 to MT-0	3	7	10
GT-4416 to MT-0	0	2	2
GT-4417 to MT-0	3	0	3
GT-4418 to MT-0	1	2	3
GT-4419 to MT-0	4	0	4
GT-4420 to MT-0	2	0	2
GT-4422 to MT-0	1	2	3
GT-4423 to MT-0	1	6	7
GT-4424 to MT-0	1	6	7
GT-4425 to MT-0	1	8	9
GT-4426 to MT-0	2	6	8
GT-4428 to MT-0	3	6	9
GT-4429 to MT-0	1	6	7
GT-4430 to MT-0	0	3	3
GT-4431 to MT-0	2	2	4
GT-4432 to MT-0	0	1	1
GT-4433 to MT-0	0	3	3
GT-4434 to MT-0	0	2	2
GT-4435 to MT-0	7	14	21
GT-4436 to MT-0	1	6	7
GT-4437 to MT-0	2	4	6
GT-4438 to MT-0	2	2	4
GT-4439 to MT-0	1	5	6
GT-4440 to MT-0	1	1	2
GT-4441 to MT-0	3	4	7
GT-4442 to MT-0	0	2	2
GT-4443 to MT-0	2	3	5
GT-4444 to MT-0	3	0	3
GT-4445 to MT-0	1	3	4
GT-4446 to MT-0	1	0	1
GT-4447 to MT-0	2	4	6
GT-4448 to MT-0	3	7	10
GT-4449 to MT-0	3	13	16
GT-4450 to MT-0	1	5	6
GT-4451 to MT-0	1	7	8
GT-4452 to MT-0	2	5	7
GT-4453 to MT-0	5	8	13
GT-4454 to MT-0	4	2	6
GT-4455 to MT-0	0	3	3
GT-4456 to MT-0	0	4	4
GT-4457 to MT-0	3	8	11
GT-4458 to MT-0	5	8	13
GT-4459 to MT-0	6	8	14
GT-4460 to MT-0	3	11	14
GT-4461 to MT-0	1	8	9
GT-4462 to MT-0	6	17	23
GT-4463 to MT-0	1	7	8
GT-4464 to MT-0	2	7	9
GT-4465 to MT-0	0	2	2
GT-4466 to MT-0	2	6	8
GT-4467 to MT-0	5	5	10
GT-4468 to MT-0	6	4	10
GT-4469 to MT-0	2	9	11
GT-4470 to MT-0	1	5	6
GT-4471 to MT-0	2	5	7
GT-4472 to MT-0	7	10	17
GT-4473 to MT-0	6	9	15
GT-4474 to MT-0	1	3	4
GT-4475 to MT-0	6	7	13
GT-4476 to MT-0	1	6	7
GT-4477 to MT-0	2	1	3
GT-4478 to MT-0	4	6	10
GT-4479 to MT-0	0	4	4
GT-4480 to MT-0	2	10	12
GT-4481 to MT-0	2	4	6
GT-4482 to MT-0	6	10	16
GT-4483 to MT-0	2	1	3
GT-4484 to MT-0	1	4	5
GT-4485 to MT-0	1	6	7
GT-4486 to MT-0	1	7	8
GT-4487 to MT-0	4	12	16
GT-4488 to MT-0	6	9	15
GT-4489 to MT-0	1	2	3
GT-4490 to MT-0	0	1	1
GT-4491 to MT-0	3	3	6
GT-4492 to MT-0	6	7	13
GT-4493 to MT-0	7	6	13
GT-4494 to MT-0	1	6	7
GT-4495 to MT-0	1	0	1
GT-4497 to MT-0	0	2	2
GT-4498 to MT-0	5	2	7
GT-4499 to MT-0	0	0	0
GT-4500 to MT-0	3	4	7
GT-4501 to MT-0	2	9	11
GT-4502 to MT-0	0	1	1
GT-4503 to MT-0	4	10	14
GT-4504 to MT-0	4	10	14
GT-4505 to MT-0	7	17	24
GT-4506 to MT-0	1	4	5
GT-4507 to MT-0	0	2	2
GT-4508 to MT-0	1	3	4
GT-4509 to MT-0	3	5	8
GT-4510 to MT-0	2	7	9
GT-4511 to MT-0	10	16	26
GT-4512 to MT-0	2	4	6
GT-4513 to MT-0	2	7	9
GT-4514 to MT-0	1	1	2
GT-4515 to MT-0	5	10	15
GT-4516 to MT-0	7	16	23
GT-4517 to MT-0	1	1	2
GT-4518 to MT-0	0	5	5
GT-4519 to MT-0	3	4	7
GT-4520 to MT-0	2	4	6
GT-4521 to MT-0	1	5	6
GT-4522 to MT-0	0	4	4
GT-4523 to MT-0	0	3	3
GT-4524 to MT-0	18	7	25
GT-4525 to MT-0	1	1	2
GT-4526 to MT-0	3	2	5
GT-4527 to MT-0	2	5	7
GT-4528 to MT-0	1	5	6
GT-4529 to MT-0	1	1	2
GT-4530 to MT-0	0	3	3
GT-4531 to MT-0	3	1	4
GT-4532 to MT-0	2	5	7
GT-4533 to MT-0	1	7	8
GT-4534 to MT-0	3	3	6
GT-4535 to MT-0	1	4	5
GT-4536 to MT-0	1	6	7
GT-4537 to MT-0	2	5	7
GT-4538 to MT-0	1	2	3
GT-4539 to MT-0	3	2	5
GT-4540 to MT-0	1	6	7
GT-4541 to MT-0	1	5	6
GT-4542 to MT-0	1	1	2
GT-4543 to MT-0	2	4	6
GT-4544 to MT-0	0	3	3
GT-4545 to MT-0	6	7	13
GT-4546 to MT-0	2	11	13
GT-4547 to MT-0	4	10	14
GT-4548 to MT-0	5	6	11
GT-4549 to MT-0	5	6	11
GT-4550 to MT-0	3	3	6
GT-4551 to MT-0	0	0	0
GT-4553 to MT-0	2	4	6
GT-4554 to MT-0	1	4	5
GT-4555 to MT-0	1	2	3
GT-4556 to MT-0	1	6	7
GT-4557 to MT-0	3	8	11
GT-4558 to MT-0	2	4	6
GT-4559 to MT-0	1	1	2
GT-4560 to MT-0	0	3	3
GT-4561 to MT-0	8	15	23
GT-4562 to MT-0	1	5	6
GT-4563 to MT-0	1	6	7
GT-4564 to MT-0	1	2	3
GT-4565 to MT-0	3	5	8
GT-4566 to MT-0	1	6	7
GT-4567 to MT-0	0	5	5
GT-4568 to MT-0	3	5	8
GT-4569 to MT-0	3	9	12
GT-4570 to MT-0	1	3	4
GT-4571 to MT-0	0	3	3
GT-4572 to MT-0	2	4	6
GT-4573 to MT-0	0	3	3
GT-4574 to MT-0	1	5	6
GT-4575 to MT-0	0	2	2
GT-4577 to MT-0	4	12	16
GT-4578 to MT-0	1	4	5
GT-4579 to MT-0	5	15	20
GT-4580 to MT-0	1	4	5
GT-4581 to MT-0	1	2	3
GT-4582 to MT-0	1	2	3
GT-4584 to MT-0	2	1	3
GT-4585 to MT-0	9	18	27
GT-4586 to MT-0	2	7	9
GT-4587 to MT-0	2	10	12
GT-4588 to MT-0	0	3	3
GT-4589 to MT-0	10	10	20
GT-4590 to MT-0	3	9	12
GT-4591 to MT-0	3	10	13
GT-4592 to MT-0	2	8	10
GT-4593 to MT-0	3	4	7
GT-4594 to MT-0	1	1	2
GT-4595 to MT-0	3	0	3
GT-4596 to MT-0	2	4	6
GT-4597 to MT-0	0	2	2
GT-4598 to MT-0	2	9	11
GT-4599 to MT-0	0	3	3
GT-4600 to MT-0	2	9	11
GT-4601 to MT-0	2	6	8
GT-4602 to MT-0	5	2	7
GT-4603 to MT-0	8	10	18
GT-4604 to MT-0	1	3	4
GT-4605 to MT-0	8	6	14
GT-4606 to MT-0	5	2	7
GT-4607 to MT-0	0	0	0
GT-4608 to MT-0	2	7	9
GT-4609 to MT-0	2	1	3
GT-4610 to MT-0	3	2	5
GT-4611 to MT-0	2	9	11
GT-4612 to MT-0	0	5	5
GT-4613 to MT-0	2	7	9
GT-4614 to MT-0	0	2	2
GT-4615 to MT-0	0	3	3
GT-4616 to MT-0	1	7	8
GT-4617 to MT-0	1	5	6
GT-4618 to MT-0	0	3	3
GT-4619 to MT-0	1	6	7
GT-4620 to MT-0	1	1	2
GT-4621 to MT-0	3	8	11
GT-4622 to MT-0	2	5	7
GT-4623 to MT-0	5	1	6
GT-4624 to MT-0	0	0	0
GT-4625 to MT-0	5	8	13
GT-4626 to MT-0	5	5	10
GT-4627 to MT-0	1	5	6
GT-4628 to MT-0	1	3	4
GT-4629 to MT-0	2	10	12
GT-4630 to MT-0	1	2	3
GT-4631 to MT-0	15	5	20
GT-4632 to MT-0	4	10	14
GT-4633 to MT-0	0	2	2
GT-4634 to MT-0	3	5	8
GT-4635 to MT-0	1	5	6
GT-4636 to MT-0	3	7	10
GT-4637 to MT-0	2	7	9
GT-4638 to MT-0	0	1	1
GT-4640 to MT-0	1	6	7
GT-4641 to MT-0	0	5	5
GT-4642 to MT-0	2	7	9
GT-4643 to MT-0	0	2	2
GT-4644 to MT-0	4	6	10
GT-4645 to MT-0	5	6	11
GT-4646 to MT-0	8	6	14
GT-4647 to MT-0	4	11	15
GT-4648 to MT-0	1	5	6
GT-4650 to MT-0	0	5	5
GT-4651 to MT-0	1	7	8
GT-4652 to MT-0	0	2	2
GT-4653 to MT-0	0	3	3
GT-4654 to MT-0	1	6	7
GT-4655 to MT-0	1	5	6
GT-4656 to MT-0	2	8	10
GT-4657 to MT-0	1	4	5
GT-4658 to MT-0	1	4	5
GT-4659 to MT-0	1	2	3
GT-4660 to MT-0	1	5	6
GT-4661 to MT-0	4	7	11
GT-4662 to MT-0	3	5	8
GT-4663 to MT-0	1	0	1
GT-4664 to MT-0	2	7	9
GT-4665 to MT-0	2	4	6
GT-4666 to MT-0	5	8	13
GT-4667 to MT-0	2	4	6
GT-4668 to MT-0	4	13	17
GT-4669 to MT-0	1	0	1
GT-4670 to MT-0	1	6	7
GT-4671 to MT-0	3	4	7
GT-4672 to MT-0	1	7	8
GT-4673 to MT-0	1	2	3
GT-4674 to MT-0	2	3	5
GT-4675 to MT-0	5	7	12
GT-4676 to MT-0	0	5	5
GT-4677 to MT-0	2	3	5
GT-4678 to MT-0	1	3	4
GT-4679 to MT-0	2	4	6
GT-4680 to MT-0	2	3	5
GT-4681 to MT-0	1	4	5
GT-4682 to MT-0	6	17	23
GT-4683 to MT-0	4	10	14
GT-4684 to MT-0	4	5	9
GT-4685 to MT-0	2	3	5
GT-4686 to MT-0	6	4	10
GT-4687 to MT-0	3	3	6
GT-4688 to MT-0	3	9	12
GT-4689 to MT-0	3	2	5
GT-4691 to MT-0	2	6	8
GT-4692 to MT-0	6	7	13
GT-4693 to MT-0	1	4	5
GT-4694 to MT-0	3	6	9
GT-4695 to MT-0	0	2	2
GT-4696 to MT-0	6	13	19
GT-4698 to MT-0	3	3	6
GT-4699 to MT-0	6	4	10
GT-4700 to MT-0	1	2	3
GT-4701 to MT-0	0	3	3
GT-4702 to MT-0	6	7	13
GT-4703 to MT-0	0	2	2
GT-4704 to MT-0	0	5	5
GT-4705 to MT-0	2	6	8
GT-4706 to MT-0	1	5	6
GT-4707 to MT-0	5	8	13
GT-4708 to MT-0	1	6	7
GT-4709 to MT-0	0	4	4
GT-4710 to MT-0	9	5	14
GT-4711 to MT-0	0	5	5
GT-4712 to MT-0	5	6	11
GT-4713 to MT-0	3	6	9
GT-4714 to MT-0	4	4	8
GT-4715 to MT-0	3	9	12
GT-4716 to MT-0	1	6	7
GT-4718 to MT-0	0	3	3
GT-4719 to MT-0	8	3	11
GT-4721 to MT-0	1	4	5
GT-4722 to MT-0	0	1	1
GT-4723 to MT-0	5	11	16
GT-4724 to MT-0	2	6	8
GT-4725 to MT-0	4	8	12
GT-4726 to MT-0	3	3	6
GT-4727 to MT-0	5	7	12
GT-4728 to MT-0	2	3	5
GT-4729 to MT-0	0	0	0
GT-4730 to MT-0	0	3	3
GT-4731 to MT-0	2	4	6
GT-4732 to MT-0	5	4	9
GT-4733 to MT-0	0	5	5
GT-4734 to MT-0	1	7	8
GT-4735 to MT-0	1	6	7
GT-4737 to MT-0	1	9	10
GT-4738 to MT-0	1	7	8
GT-4739 to MT-0	4	4	8
GT-4740 to MT-0	0	4	4
GT-4741 to MT-0	0	3	3
GT-4742 to MT-0	1	6	7
GT-4743 to MT-0	2	4	6
GT-4744 to MT-0	6	15	21
GT-4745 to MT-0	1	2	3
GT-4746 to MT-0	2	7	9
GT-4748 to MT-0	2	6	8
GT-4749 to MT-0	0	3	3
GT-4750 to MT-0	2	1	3
GT-4751 to MT-0	1	7	8
GT-4752 to MT-0	7	9	16
GT-4753 to MT-0	2	10	12
GT-4754 to MT-0	4	6	10
GT-4755 to MT-0	6	1	7
GT-4756 to MT-0	4	9	13
GT-4757 to MT-0	1	0	1
GT-4758 to MT-0	1	7	8
GT-4759 to MT-0	4	4	8
GT-4760 to MT-0	1	6	7
GT-4761 to MT-0	3	4	7
GT-4763 to MT-0	2	5	7
GT-4764 to MT-0	2	4	6
GT-4765 to MT-0	2	1	3
GT-4766 to MT-0	4	9	13
GT-4767 to MT-0	2	7	9
GT-4768 to MT-0	2	7	9
GT-4769 to MT-0	7	10	17
GT-4770 to MT-0	3	6	9
GT-4771 to MT-0	4	5	9
GT-4772 to MT-0	1	2	3
GT-4774 to MT-0	2	2	4
GT-4775 to MT-0	0	2	2
GT-4776 to MT-0	3	4	7
GT-4777 to MT-0	2	3	5
GT-4778 to MT-0	10	9	19
GT-4779 to MT-0	0	3	3
GT-4780 to MT-0	1	6	7
GT-4781 to MT-0	5	4	9
GT-4782 to MT-0	4	8	12
GT-4783 to MT-0	1	0	1
GT-4784 to MT-0	3	8	11
GT-4785 to MT-0	2	6	8
GT-4786 to MT-0	10	6	16
GT-4787 to MT-0	0	4	4
GT-4788 to MT-0	0	3	3
GT-4789 to MT-0	5	2	7
GT-4790 to MT-0	3	12	15
GT-4791 to MT-0	5	6	11
GT-4792 to MT-0	3	9	12
GT-4793 to MT-0	5	5	10
GT-4794 to MT-0	1	4	5
GT-4796 to MT-0	1	5	6
GT-4797 to MT-0	0	1	1
GT-4798 to MT-0	1	7	8
GT-4799 to MT-0	0	1	1
GT-4800 to MT-0	1	6	7
GT-4802 to MT-0	1	3	4
GT-4803 to MT-0	5	3	8
GT-4804 to MT-0	1	3	4
GT-4805 to MT-0	0	5	5
GT-4806 to MT-0	0	1	1
GT-4807 to MT-0	0	3	3
GT-4808 to MT-0	0	2	2
GT-4809 to MT-0	0	5	5
GT-4810 to MT-0	4	2	6
GT-4811 to MT-0	0	4	4
GT-4812 to MT-0	1	7	8
GT-4813 to MT-0	4	2	6
GT-4814 to MT-0	2	8	10
GT-4815 to MT-0	6	9	15
GT-4816 to MT-0	2	1	3
GT-4817 to MT-0	1	4	5
GT-4818 to MT-0	7	12	19
GT-4820 to MT-0	2	5	7
GT-4821 to MT-0	7	3	10
GT-4823 to MT-0	0	4	4
GT-4824 to MT-0	0	0	0
GT-4825 to MT-0	1	4	5
GT-4826 to MT-0	1	2	3
GT-4827 to MT-0	0	3	3
GT-4828 to MT-0	9	9	18
GT-4829 to MT-0	2	9	11
GT-4830 to MT-0	1	5	6
GT-4831 to MT-0	2	1	3
GT-4832 to MT-0	4	10	14
GT-4833 to MT-0	1	0	1
GT-4834 to MT-0	2	10	12
GT-4835 to MT-0	0	1	1
GT-4836 to MT-0	2	3	5
GT-4837 to MT-0	1	6	7
GT-4838 to MT-0	1	3	4
GT-4839 to MT-0	2	2	4
GT-4840 to MT-0	4	7	11
GT-4841 to MT-0	2	3	5
GT-4842 to MT-0	1	3	4
GT-4843 to MT-0	0	4	4
GT-4844 to MT-0	0	2	2
GT-4845 to MT-0	2	7	9
GT-4846 to MT-0	1	3	4
GT-4847 to MT-0	1	6	7
GT-4848 to MT-0	1	1	2
GT-4849 to MT-0	1	6	7
GT-4850 to MT-0	1	6	7
GT-4851 to MT-0	1	2	3
GT-4852 to MT-0	2	9	11
GT-4853 to MT-0	2	9	11
GT-4854 to MT-0	3	5	8
GT-4855 to MT-0	0	1	1
GT-4856 to MT-0	4	6	10
GT-4857 to MT-0	9	5	14
GT-4858 to MT-0	0	5	5
GT-4859 to MT-0	6	1	7
GT-4860 to MT-0	3	4	7
GT-4861 to MT-0	4	3	7
GT-4862 to MT-0	1	4	5
GT-4863 to MT-0	2	4	6
GT-4864 to MT-0	1	3	4
GT-4865 to MT-0	1	6	7
GT-4866 to MT-0	1	4	5
GT-4867 to MT-0	1	2	3
GT-4869 to MT-0	1	1	2
GT-4870 to MT-0	1	4	5
GT-4871 to MT-0	1	6	7
GT-4872 to MT-0	1	5	6
GT-4873 to MT-0	5	9	14
GT-4874 to MT-0	1	4	5
GT-4875 to MT-0	1	4	5
GT-4876 to MT-0	2	10	12
GT-4877 to MT-0	5	9	14
GT-4878 to MT-0	2	1	3
GT-4879 to MT-0	3	3	6
GT-4880 to MT-0	4	5	9
GT-4881 to MT-0	0	2	2
GT-4882 to MT-0	2	4	6
GT-4883 to MT-0	1	4	5
GT-4884 to MT-0	6	3	9
GT-4885 to MT-0	1	4	5
GT-4886 to MT-0	0	5	5
GT-4887 to MT-0	2	9	11
GT-4888 to MT-0	3	1	4
GT-4889 to MT-0	1	6	7
GT-4890 to MT-0	2	1	3
GT-4891 to MT-0	3	6	9
GT-4892 to MT-0	2	3	5
GT-4893 to MT-0	7	8	15
GT-4894 to MT-0	4	5	9
GT-4895 to MT-0	12	18	30
GT-4896 to MT-0	3	7	10
GT-4897 to MT-0	1	6	7
GT-4898 to MT-0	7	6	13
GT-4899 to MT-0	3	11	14
GT-4900 to MT-0	0	3	3
GT-4901 to MT-0	5	8	13
GT-4902 to MT-0	4	3	7
GT-4903 to MT-0	2	1	3
GT-4904 to MT-0	2	11	13
GT-4905 to MT-0	1	6	7
GT-4906 to MT-0	2	4	6
GT-4907 to MT-0	3	10	13
GT-4908 to MT-0	7	8	15
GT-4909 to MT-0	1	2	3
GT-4910 to MT-0	1	4	5
GT-4911 to MT-0	1	5	6
GT-4912 to MT-0	3	5	8
GT-4913 to MT-0	0	3	3
GT-4914 to MT-0	1	6	7
GT-4915 to MT-0	4	3	7
GT-4916 to MT-0	6	8	14
GT-4917 to MT-0	1	4	5
GT-4918 to MT-0	1	5	6
GT-4919 to MT-0	1	3	4
GT-4920 to MT-0	3	5	8
GT-4921 to MT-0	3	5	8
GT-4922 to MT-0	14	8	22
GT-4923 to MT-0	1	2	3
GT-4924 to MT-0	6	4	10
GT-4925 to MT-0	1	1	2
GT-4926 to MT-0	15	10	25
GT-4927 to MT-0	0	4	4
GT-4928 to MT-0	5	3	8
GT-4929 to MT-0	3	11	14
GT-4930 to MT-0	2	7	9
GT-4931 to MT-0	3	3	6
GT-4932 to MT-0	1	8	9
GT-4933 to MT-0	0	1	1
GT-4934 to MT-0	2	8	10
GT-4935 to MT-0	2	10	12
GT-4936 to MT-0	1	6	7
GT-4937 to MT-0	3	12	15
GT-4938 to MT-0	4	7	11
GT-4939 to MT-0	2	3	5
GT-4940 to MT-0	0	4	4
GT-4941 to MT-0	5	8	13
GT-4942 to MT-0	2	4	6
GT-4943 to MT-0	2	2	4
GT-4944 to MT-0	1	5	6
GT-4945 to MT-0	0	4	4
GT-4946 to MT-0	1	4	5
GT-4947 to MT-0	3	7	10
GT-4948 to MT-0	1	5	6
GT-4949 to MT-0	2	7	9
GT-4950 to MT-0	1	6	7
GT-4951 to MT-0	2	4	6
GT-4952 to MT-0	1	4	5
GT-4953 to MT-0	2	2	4
GT-4954 to MT-0	7	25	32
GT-4955 to MT-0	2	7	9
GT-4956 to MT-0	3	9	12
GT-4957 to MT-0	1	1	2
GT-4958 to MT-0	3	8	11
GT-4959 to MT-0	1	1	2
GT-4960 to MT-0	0	3	3
GT-4961 to MT-0	5	2	7
GT-4962 to MT-0	2	5	7
GT-4963 to MT-0	4	14	18
GT-4964 to MT-0	9	17	26
GT-4965 to MT-0	1	4	5
GT-4966 to MT-0	3	6	9
GT-4967 to MT-0	1	1	2
GT-4968 to MT-0	2	5	7
GT-4969 to MT-0	2	7	9
GT-4970 to MT-0	0	2	2
GT-4971 to MT-0	1	7	8
GT-4972 to MT-0	3	6	9
GT-4973 to MT-0	1	6	7
GT-4974 to MT-0	1	3	4
GT-4975 to MT-0	6	5	11
GT-4976 to MT-0	3	8	11
GT-4977 to MT-0	3	9	12
GT-4978 to MT-0	8	5	13
GT-4979 to MT-0	3	1	4
GT-4980 to MT-0	2	2	4
GT-4981 to MT-0	2	1	3
GT-4982 to MT-0	3	7	10
GT-4983 to MT-0	2	6	8
GT-4984 to MT-0	0	5	5
GT-4985 to MT-0	1	0	1
GT-4986 to MT-0	0	4	4
GT-4987 to MT-0	4	11	15
GT-4988 to MT-0	2	6	8
GT-4989 to MT-0	2	1	3
GT-4990 to MT-0	3	9	12
GT-4991 to MT-0	3	1	4
GT-4992 to MT-0	0	4	4
GT-4994 to MT-0	0	3	3
GT-4995 to MT-0	2	8	10
GT-4996 to MT-0	0	1	1
GT-4997 to MT-0	4	1	5
GT-4998 to MT-0	3	0	3
GT-5000 to MT-0	0	3	3
GT-5001 to MT-0	2	3	5
GT-5002 to MT-0	1	2	3
GT-5003 to MT-0	0	2	2
GT-5004 to MT-0	1	4	5
GT-5005 to MT-0	0	3	3
GT-5006 to MT-0	2	8	10
GT-5007 to MT-0	1	3	4
GT-5009 to MT-0	1	3	4
GT-5010 to MT-0	1	5	6
GT-5011 to MT-0	0	4	4
GT-5012 to MT-0	2	3	5
GT-5013 to MT-0	2	4	6
GT-5014 to MT-0	1	1	2
GT-5015 to MT-0	0	0	0
GT-5016 to MT-0	0	2	2
GT-5017 to MT-0	4	15	19
GT-5018 to MT-0	0	5	5
GT-5019 to MT-0	0	3	3
GT-5020 to MT-0	2	4	6
GT-5021 to MT-0	5	11	16
GT-5022 to MT-0	1	5	6
GT-5023 to MT-0	2	2	4
GT-5024 to MT-0	0	2	2
GT-5025 to MT-0	1	1	2
GT-5026 to MT-0	6	13	19
GT-5027 to MT-0	0	2	2
GT-5028 to MT-0	3	14	17
GT-5029 to MT-0	0	2	2
GT-5030 to MT-0	1	9	10
GT-5031 to MT-0	1	3	4
GT-5033 to MT-0	4	1	5
GT-5034 to MT-0	1	4	5
GT-5035 to MT-0	4	9	13
GT-5036 to MT-0	7	11	18
GT-5037 to MT-0	3	9	12
GT-5038 to MT-0	1	1	2
GT-5039 to MT-0	2	2	4
GT-5040 to MT-0	1	4	5
GT-5041 to MT-0	1	8	9
GT-5042 to MT-0	7	7	14
GT-5044 to MT-0	1	3	4
GT-5045 to MT-0	7	11	18
GT-5046 to MT-0	4	4	8
GT-5047 to MT-0	0	3	3
GT-5048 to MT-0	1	6	7
GT-5049 to MT-0	6	9	15
GT-5050 to MT-0	5	13	18
GT-5051 to MT-0	0	2	2
GT-5052 to MT-0	1	4	5
GT-5053 to MT-0	1	11	12
GT-5054 to MT-0	10	3	13
GT-5055 to MT-0	0	1	1
GT-5056 to MT-0	3	3	6
GT-5057 to MT-0	2	3	5
GT-5058 to MT-0	1	9	10
GT-5059 to MT-0	5	10	15
GT-5060 to MT-0	4	9	13
GT-5061 to MT-0	0	4	4
GT-5062 to MT-0	8	6	14
GT-5063 to MT-0	3	10	13
GT-5064 to MT-0	5	13	18
GT-5065 to MT-0	3	6	9
GT-5066 to MT-0	0	4	4
GT-5067 to MT-0	4	8	12
GT-5068 to MT-0	2	2	4
GT-5069 to MT-0	1	2	3
GT-5070 to MT-0	2	3	5
GT-5071 to MT-0	0	1	1
GT-5072 to MT-0	1	2	3
GT-5073 to MT-0	1	6	7
GT-5074 to MT-0	1	6	7
GT-5076 to MT-0	2	6	8
GT-5077 to MT-0	8	8	16
GT-5078 to MT-0	1	9	10
GT-5079 to MT-0	1	5	6
GT-5080 to MT-0	1	5	6
GT-5081 to MT-0	5	14	19
GT-5082 to MT-0	9	17	26
GT-5083 to MT-0	0	5	5
GT-5085 to MT-0	0	4	4
GT-5086 to MT-0	0	3	3
GT-5087 to MT-0	1	4	5
GT-5088 to MT-0	2	1	3
GT-5089 to MT-0	7	14	21
GT-5090 to MT-0	2	4	6
GT-5091 to MT-0	5	5	10
GT-5092 to MT-0	5	6	11
GT-5094 to MT-0	5	9	14
GT-5095 to MT-0	2	1	3
GT-5096 to MT-0	1	5	6
GT-5097 to MT-0	0	0	0
GT-5098 to MT-0	1	2	3
GT-5099 to MT-0	5	5	10
GT-5100 to MT-0	0	1	1
GT-5101 to MT-0	5	4	9
GT-5102 to MT-0	3	9	12
GT-5103 to MT-0	8	12	20
GT-5104 to MT-0	2	6	8
GT-5106 to MT-0	3	7	10
GT-5107 to MT-0	1	4	5
GT-5108 to MT-0	2	0	2
GT-5109 to MT-0	0	3	3
GT-5110 to MT-0	2	4	6
GT-5111 to MT-0	5	4	9
GT-5112 to MT-0	1	5	6
GT-5113 to MT-0	2	3	5
GT-5114 to MT-0	4	9	13
GT-5115 to MT-0	1	2	3
GT-5116 to MT-0	2	5	7
GT-5117 to MT-0	2	6	8
GT-5118 to MT-0	3	9	12
GT-5119 to MT-0	9	5	14
GT-5120 to MT-0	6	10	16
GT-5121 to MT-0	3	5	8
GT-5122 to MT-0	2	6	8
GT-5123 to MT-0	3	12	15
GT-5125 to MT-0	2	0	2
GT-5126 to MT-0	5	10	15
GT-5127 to MT-0	12	18	30
GT-5128 to MT-0	3	8	11
GT-5129 to MT-0	2	6	8
GT-5130 to MT-0	3	6	9
GT-5131 to MT-0	1	0	1
GT-5132 to MT-0	4	7	11
GT-5133 to MT-0	0	4	4
GT-5134 to MT-0	9	6	15
GT-5135 to MT-0	0	5	5
GT-5136 to MT-0	4	4	8
GT-5137 to MT-0	1	5	6
GT-5138 to MT-0	3	7	10
GT-5139 to MT-0	5	6	11
GT-5140 to MT-0	1	4	5
GT-5141 to MT-0	1	1	2
GT-5142 to MT-0	1	1	2
GT-5143 to MT-0	3	8	11
GT-5144 to MT-0	2	6	8
GT-5145 to MT-0	0	3	3
GT-5146 to MT-0	2	6	8
GT-5147 to MT-0	2	11	13
GT-5148 to MT-0	3	3	6
GT-5149 to MT-0	5	9	14
GT-5150 to MT-0	1	5	6
GT-5151 to MT-0	4	4	8
GT-5153 to MT-0	5	13	18
GT-5154 to MT-0	0	4	4
GT-5155 to MT-0	3	5	8
GT-5156 to MT-0	0	2	2
GT-5157 to MT-0	1	2	3
GT-5158 to MT-0	1	6	7
GT-5159 to MT-0	2	7	9
GT-5160 to MT-0	5	7	12
GT-5161 to MT-0	6	7	13
GT-5162 to MT-0	2	3	5
GT-5163 to MT-0	4	2	6
GT-5164 to MT-0	3	8	11
GT-5165 to MT-0	5	6	11
GT-5166 to MT-0	6	7	13
GT-5167 to MT-0	1	10	11
GT-5168 to MT-0	1	5	6
GT-5169 to MT-0	2	5	7
GT-5170 to MT-0	7	14	21
GT-5171 to MT-0	2	8	10
GT-5172 to MT-0	3	4	7
GT-5173 to MT-0	1	4	5
GT-5174 to MT-0	0	1	1
GT-5175 to MT-0	1	5	6
GT-5176 to MT-0	1	3	4
GT-5178 to MT-0	1	7	8
GT-5180 to MT-0	1	3	4
GT-5181 to MT-0	5	11	16
GT-5182 to MT-0	1	6	7
GT-5183 to MT-0	3	2	5
GT-5184 to MT-0	1	8	9
GT-5185 to MT-0	2	4	6
GT-5186 to MT-0	3	3	6
GT-5188 to MT-0	4	7	11
GT-5189 to MT-0	3	11	14
GT-5190 to MT-0	4	7	11
GT-5191 to MT-0	2	9	11
GT-5192 to MT-0	2	6	8
GT-5193 to MT-0	1	0	1
GT-5194 to MT-0	2	10	12
GT-5195 to MT-0	0	1	1
GT-5196 to MT-0	0	0	0
GT-5197 to MT-0	0	2	2
GT-5198 to MT-0	0	3	3
GT-5199 to MT-0	0	2	2
GT-5201 to MT-0	2	1	3
GT-5202 to MT-0	4	7	11
